DEPT[M],WELL,CALIPER[MM],DEN[GM/CC],RES(64N),RES[OHM],SP[MV],GAM[API],LITHOLOGY DESCRIPTION,Formation,Classified
995.7,4,7.5394,2.39802,95.6024,120.585,85.4988,172.6,SANDSTONE,Barren Measures,Sandstone (SST)
998,4,7.5206,2.574,166.099,154.5,86.7,209.898,SANDSTONE,Barren Measures,Sandstone (SST)
1000.17,4,7.5035,2.33605,98.1006,94.7979,84.2997,170.419,SANDSTONE,Barren Measures,Sandstone (SST)
1001,4,7.5408,2.469,110.4,120.098,85.5,178.996,SANDSTONE,Barren Measures,Sandstone (SST)
1004,4,7.6646,2.482,131.501,131.1,86.2,43.6887,SANDSTONE,Barren Measures,Sandstone (SST)
1005.6,4,7.5723,2.35205,132.7,138.1,87.1,70.9,SANDSTONE,Barren Measures,Sandstone (SST)
1007,4,7.6177,2.467,97.6009,111.103,86.6,191.296,SANDSTONE,Barren Measures,Sandstone (SST)
1009.65,4,7.62471,2.48203,215.1,241.4,87.4,52.8,SANDSTONE,Barren Measures,Sandstone (SST)
1010,4,7.6732,2.475,147.311,131.321,86.1003,94.986,SANDSTONE,Barren Measures,Sandstone (SST)
1012.6,4,7.6573,2.41298,133.9,126.9,88.4,151.7,ALT SH/SST,Barren Measures,alt
1013,4,7.6711,2.467,118.702,119.899,88.5,175.396,SANDSTONE,Barren Measures,Sandstone (SST)
1014.5,4,7.606,2.344,118.398,113.702,87.7,157.222,SANDSTONE,Barren Measures,Sandstone (SST)
1016,4,7.5571,2.396,151.298,140.199,88.2,211.674,ALT SH/SST,Barren Measures,alt
1017.55,4,7.5635,2.47702,155.306,130.805,87.5994,160.839,ALT SH/SST,Barren Measures,alt
1018.7,4,7.5666,2.401,87.5037,106.995,89.8,175.372,SANDSTONE,Barren Measures,Sandstone (SST)
1019,4,7.5668,2.381,97.0969,96.204,88.8,150.398,SANDY SHALE,Barren Measures,ss
1019.75,4,7.5676,2.45501,98.2994,112.293,89.6006,145.477,SANDY SHALE,Barren Measures,ss
1022,4,7.5828,2.451,148.096,141.699,90.3,239.75,SANDSTONE,Barren Measures,Sandstone (SST)
1025,4,7.5503,2.447,172,141,88.8,156.7,SANDSTONE,Barren Measures,Sandstone (SST)
1025.3,4,7.6355,2.367,182.599,143.991,88.9,194.389,SANDSTONE,Barren Measures,Sandstone (SST)
1028,4,7.5983,2.366,227.5,192.8,90.2,229.8,SANDSTONE,Barren Measures,Sandstone (SST)
1028.8,4,7.6023,2.435,155.315,124.003,88.0006,116.789,SANDSTONE,Barren Measures,Sandstone (SST)
1031,4,7.5908,2.412,147.6,140.3,88.5,255.3,SANDSTONE,Barren Measures,Sandstone (SST)
1033.1,4,7.5458,2.458,126,128.9,88.4,189.9,SANDSTONE,Barren Measures,Sandstone (SST)
1034,4,7.5965,2.335,119.7,134.9,88.6,192.2,SANDSTONE,Barren Measures,Sandstone (SST)
1037,4,7.7572,2.444,104.3,99.7,89.1,105,SANDSTONE,Barren Measures,Sandstone (SST)
1038.38,4,7.8127,2.439,145,141.1,89.4,188.5,SANDSTONE,Barren Measures,Sandstone (SST)
1039.03,4,7.7042,2.393,150.391,136.905,88.7012,194.384,SANDY SHALE,Barren Measures,ss
1039.46,4,7.6161,2.45495,157.4,142.9,91.8,180.8,SANDSTONE,Barren Measures,Sandstone (SST)
1040,4,7.6477,2.443,169.2,150.7,89.8,201.2,SANDY SHALE,Barren Measures,ss
1043,4,7.8791,2.424,86.2,98.8,91.2,239.8,SANDSTONE,Barren Measures,Sandstone (SST)
1044,4,7.8526,1.994,94.7,106.2,89.1,238.9,SANDSTONE,Barren Measures,Sandstone (SST)
1044.2,4,7.83669,2.10813,87.8,93.5,88,204.4,SHALY COAL,Barren Measures,coal
1046,4,7.7161,2.349,139.8,108.2,88.5,189.4,SANDY SHALE,Barren Measures,ss
1048.12,4,7.551,2.395,109.4,95.7,91.8,232.1,SANDY SHALE,Barren Measures,ss
1049,4,7.4453,2.525,95.6,103.2,91.5,189,SANDSTONE,Barren Measures,Sandstone (SST)
1052,4,7.4517,2.447,106.4,115.6,90.7,221.2,SANDSTONE,Barren Measures,Sandstone (SST)
1055,4,7.4836,2.483,185,154.3,90.1,240.7,SANDSTONE,Barren Measures,Sandstone (SST)
1055.82,4,9.05633,2.08195,233.9,163.2,89.6,218.9,SANDSTONE,Barren Measures,Sandstone (SST)
1058,4,7.7615,2.38,122.5,128.8,89.5,269.3,SANDY SHALE,Barren Measures,ss
1059.85,4,7.6446,2.472,129.7,131.7,90.1,236.7,SANDY SHALE,Barren Measures,ss
1061,4,7.6613,2.457,97.4,102.2,90.8,108.2,SANDSTONE,Barren Measures,Sandstone (SST)
1064,4,7.6097,2.4,83.8,95,84.9,142.7,SANDSTONE,Barren Measures,Sandstone (SST)
1065.7,4,7.54211,2.41401,98.7,101.6,84.2,73.6,SANDY SHALE,Barren Measures,ss
1067,4,7.5708,2.463,131.6,131.2,83.9,68.2,SANDSTONE,Barren Measures,Sandstone (SST)
1067.26,4,7.6014,2.399,132.9,131,84.9,71.4,SANDSTONE,Barren Measures,Sandstone (SST)
1069.16,4,7.5161,2.409,127.596,104.292,88.7982,234.83,SANDY SHALE,Barren Measures,ss
1070,4,7.5351,2.401,150.3,142.9,86.1,224.9,SANDSTONE,Barren Measures,Sandstone (SST)
1071.8,4,7.5511,2.478,96.0988,102.676,85.5994,296.105,SANDSTONE,Barren Measures,Sandstone (SST)
1073,4,7.6613,2.457,140.6,130.5,85,174,SANDSTONE,Barren Measures,Sandstone (SST)
1076,4,7.8639,2.389,122.4,132.6,81.1,232.1,ALT SH/SST,Barren Measures,alt
1077.8,4,7.8268,2.384,95.3969,71.9152,69.0024,262.534,ALT SH/SST,Barren Measures,alt
1079,4,7.9846,2.4,121.8,119.4,82.2,77.7,SANDY SHALE,Barren Measures,ss
1081,4,7.6739,2.266,278,208.1,84.4,270.3,SANDY SHALE,Barren Measures,ss
1082,4,7.6207,2.448,164.9,134.1,84.5,153.6,SANDSTONE,Barren Measures,Sandstone (SST)
1082.5,4,7.5871,2.426,162.1,158.7,84.2,178.1,SANDY SHALE,Barren Measures,ss
1082.68,4,7.6807,2.462,158.402,162.607,83.9006,211.228,SANDSTONE,Barren Measures,Sandstone (SST)
1083.23,4,7.5798,2.434,144.8,125.6,83.4,192.6,SANDSTONE,Barren Measures,Sandstone (SST)
1083.65,4,7.6104,2.468,161.195,130.894,83.3994,137.186,SANDSTONE,Barren Measures,Sandstone (SST)
1085,4,7.6736,2.434,363.9,230.7,83.6,122.7,ALT SH/SST,Barren Measures,alt
1087.75,4,7.5705,2.452,345.4,227.5,84.9,263,ALT SH/SST,Barren Measures,alt
1088,4,7.5766,2.414,339.2,219.9,84.8,242.1,SANDSTONE,Barren Measures,Sandstone (SST)
1088.3,4,7.5776,2.419,326.021,220.701,84.4006,240.261,SANDSTONE,Barren Measures,Sandstone (SST)
1089.65,4,7.4442,2.263,241.503,184.705,84.5,211.162,SANDY SHALE,Barren Measures,ss
1091,4,7.4111,2.404,117.4,103.4,82.3,199.4,SANDSTONE,Barren Measures,Sandstone (SST)
1094,4,7.4491,2.406,92.9,93.8,84.3,231.2,SANDSTONE,Barren Measures,Sandstone (SST)
1097,4,7.59,2.434,180.1,146.7,83.6,228,SANDSTONE,Barren Measures,Sandstone (SST)
1100,4,7.5829,2.404,150.8,125.7,85.3,201.2,SANDY SHALE,Barren Measures,ss
1101.7,4,7.4695,2.39703,161.3,153.9,85,271.6,SANDY SHALE,Barren Measures,ss
1103,4,7.4766,2.555,93.4,90.8,84.7,107.7,SANDSTONE,Barren Measures,Sandstone (SST)
1106,4,7.756,2.432,74.4,76.4,83.6,88.2,SANDSTONE,Barren Measures,Sandstone (SST)
1109,4,7.8081,2.465,88.8,99.5,88.8,87.7,SANDSTONE,Barren Measures,Sandstone (SST)
1109.5,4,7.8326,2.447,95.8,101.9,88.5,174.4,SANDSTONE,Barren Measures,Sandstone (SST)
1112,4,7.7672,2.408,155.6,143.5,88.5,248.5,SANDY SHALE,Barren Measures,ss
1115,4,7.7229,2.428,131.7,129.2,87.9,98.2,SANDY SHALE,Barren Measures,ss
1118,4,7.5758,2.264,193.9,170.8,89.1,228.9,SANDY SHALE,Barren Measures,ss
1121,4,7.5064,2.441,241.7,190.5,88.2,214.4,SANDSTONE,Barren Measures,Sandstone (SST)
1121.68,4,7.5925,2.298,241.301,176.299,88.5994,224.972,SANDSTONE,Barren Measures,Sandstone (SST)
1122.3,4,7.3917,2.388,223.503,170.21,88.4006,205.273,SANDY SHALE,Barren Measures,ss
1123.1,4,7.5883,2.419,191.5,147.8,88.5,278.9,SANDSTONE,Barren Measures,Sandstone (SST)
1123.65,4,7.4281,2.476,160.906,146.107,87.7006,256.159,SANDY SHALE,Barren Measures,ss
1124,4,7.429,2.481,152.2,139.7,88.7,228.9,SANDSTONE,Barren Measures,Sandstone (SST)
1127,4,7.4198,2.447,122.3,116.5,88.2,229.4,SANDSTONE,Barren Measures,Sandstone (SST)
1130,4,7.5109,2.47,93.6,117.5,87.8,245.3,SANDSTONE,Barren Measures,Sandstone (SST)
1130.9,4,7.6016,2.384,59.5012,63.5043,85.4006,316.062,SANDSTONE,Barren Measures,Sandstone (SST)
1131.5,4,7.6442,2.412,70,89.9,87.6,223,SANDY SHALE,Barren Measures,ss
1133,4,7.593,2.419,66.8,72,87.6,100.4,SANDSTONE,Barren Measures,Sandstone (SST)
1136,4,7.5069,2.457,114,125.1,87.3,184,SANDSTONE,Barren Measures,Sandstone (SST)
1137.7,4,7.67498,1.88304,110.2,116.5,87.5,174.4,SANDSTONE,Barren Measures,Sandstone (SST)
1139,4,7.5622,2.467,99.2,110.5,87.2,109.5,SANDY SHALE,Barren Measures,ss
